Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"HY Jhala, Q Qureshi, YV Jhala, SA Black","Feasibility of reintroducing grassland megaherbivores, the greater one-horned rhinoceros, and swamp buffalo within their historic global range",2021,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-021-83174-4","https://scholar.google.com/scholar?cites=3829671940180015124&as_sdt=2005&sciodt=0,5&hl=en",189,"2022-05-30 20:18:07","HTML","","","",,,,,3,3.00,1,4,1,"… are either too small or possibly hybridized with domestic buffalo (… of populations under climate change. Current populations of … and could provide refuges in the advent of climate change. …","https://www.nature.com/articles/s41598-021-83174-4","https://scholar.google.com/scholar?q=related:FPi10Fa6JTUJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
5,"P Laeseke, J Schiller, J Letschert…","Theories, vectors, and computer models: Marine invasion science in the anthropocene",2020,"YOUMARES 9-The …","library.oapen.org","https://library.oapen.org/bitstream/handle/20.500.12657/22870/1007291.pdf?sequence=1#page=207","https://scholar.google.com/scholar?cites=8134922391322626830&as_sdt=2005&sciodt=0,5&hl=en",190,"2022-05-30 20:18:07","PDF","","","",,,,,5,2.50,1,4,2,"… 2010a) and thus range-shifts due to human-induced climate change may be considered a … Furthermore, they stated that genetic admixing (repeated introductions or hybridization) or …","https://library.oapen.org/bitstream/handle/20.500.12657/22870/1007291.pdf?sequence=1#page=207","https://scholar.google.com/scholar?q=related:DgsoctAM5XAJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
23,"CS McKeon, MX Weber, SE Alter…","Melting barriers to faunal exchange across ocean basins",2016,"Global change …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.13116","https://scholar.google.com/scholar?cites=2082062939196432915&as_sdt=2005&sciodt=0,5&hl=en",191,"2022-05-30 20:18:07","","10.1111/gcb.13116","","",,,,,23,3.83,6,4,6,"… Climate change impacts will need to be incorporated into analyses of pest risks, required by current laws such as the International Plant Protection Convention, and invasion pathways …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/gcb.13116","https://scholar.google.com/scholar?q=related:EyLPQjb55BwJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
15,"M Curto, P Puppo, S Kratschmer, H Meimberg","Genetic diversity and differentiation patterns in Micromeria from the Canary Islands are congruent with multiple colonization dynamics and the establishment …",2017,"BMC Evolutionary Biology","Springer","https://link.springer.com/article/10.1186/s12862-017-1031-y","https://scholar.google.com/scholar?cites=5505578560799546034&as_sdt=2005&sciodt=0,5&hl=en",192,"2022-05-30 20:18:07","HTML","10.1186/s12862-017-1031-y","","",,,,,15,3.00,4,4,5,"… a slightly different effect: hybridization might always be related … monoecious flowers pollinated by insects. Seed dispersal … for the possibility of recent range shift between old and young …","https://link.springer.com/article/10.1186/s12862-017-1031-y","https://scholar.google.com/scholar?q=related:spp2_4e-Z0wJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"I McCullough","Exposure and Sensitivity of Ponderosa Pine to Climate Change in Mountainous Western North American Landscapes",2017,"","search.proquest.com","https://search.proquest.com/openview/dd10d29f76775142b5b1527c906af461/1?pq-origsite=gscholar&cbl=18750","",193,"2022-05-30 20:18:07","BOOK","","","",,,,,0,0.00,0,1,5,"… Range shift projections are commonly made using relatively coarse climate grids (ie, … Not only may fires and insect outbreaks lead to non-linear climate-growth relationships, but …","https://escholarship.org/content/qt2cb9w4jb/qt2cb9w4jb.pdf","https://scholar.google.com/scholar?q=related:bjPsIrrOozgJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
8,"M Zanolla, N Andreakis","Towards an integrative phylogeography of invasive marine seaweeds, based on multiple lines of evidence",2016,"Seaweed phylogeography","Springer","https://link.springer.com/chapter/10.1007/978-94-017-7534-2_7","https://scholar.google.com/scholar?cites=846689779420534760&as_sdt=2005&sciodt=0,5&hl=en",194,"2022-05-30 20:18:07","","10.1007/978-94-017-7534-2_7","","",,,,,8,1.33,4,2,6,"… seaweeds will become invasive, pests or neither of the above. … Global climate change, human-mediated transport and … can possibly and unexpectedly turn into pests. Therefore, the …","https://www.researchgate.net/profile/Nikos-Andreakis/publication/290045255_Towards_an_Integrative_Phylogeography_of_Invasive_Marine_Seaweeds_Based_on_Multiple_Lines_of_Evidence/links/56984a7108aea2d74375f370/Towards-an-Integrative-Phylogeography-of-Invasive-Marine-Seaweeds-Based-on-Multiple-Lines-of-Evidence.pdf","https://scholar.google.com/scholar?q=related:6JdQUd4LwAsJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
20,"LR Forti, CG Becker, L Tacioli, VR Pereira…","Perspectives on invasive amphibians in Brazil",2017,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0184703","https://scholar.google.com/scholar?cites=13285324989720001817&as_sdt=2005&sciodt=0,5&hl=en",195,"2022-05-30 20:18:07","HTML","","","",,,,,20,4.00,4,5,5,"… potential distribution indicated a dramatic range shift, with a 94% … Although it is unlikely that climate change or habitat … in their advertisement calls could lead to hybridization (e.g., [99]). …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0184703","https://scholar.google.com/scholar?q=related:GX3hgbD0XrgJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"CJW Carroll","The Future of Colorado Forests: Assessing Seedling Performance under Climate Change",2018,"","search.proquest.com","https://search.proquest.com/openview/ec30207047385d846074492dc32f3eb4/1?pq-origsite=gscholar&cbl=18750","",196,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,4,"… Warming temperatures as a primary manifestation of climate change will dramatically alter the … This allowed me draw inference about how climate change will impact one of the most …","https://mountainscholar.org/bitstream/handle/10217/189406/Carroll_colostate_0053A_14789.pdf?sequence=1","https://scholar.google.com/scholar?q=related:iy8BEkylyVUJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
2,"N Singh, AK Thakur, PL Sharma, P Sharma","Climate Change and Environmental Issues",2016,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=Z1eMDAAAQBAJ&oi=fnd&pg=PR13&dq=insect+hybridization+%22climate+change%22+%22range+shift%22&ots=Lw8KF6gYjg&sig=Jd0mVRqpZy145f7vDs_mhDUtdwY","https://scholar.google.com/scholar?cites=2394654787318806107&as_sdt=2005&sciodt=0,5&hl=en",197,"2022-05-30 20:18:07","BOOK","","","",,,,,2,0.33,1,4,6,"… These indirect effects will occur through insect and rodent-transmitted diseases (eg, virus fever; … altitudinal division and sub division of the Himalayan habitats for possible hybridization. …","","https://scholar.google.com/scholar?q=related:W3bTddeFOyEJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
4,"F Resquin, J Duque-Lazo, C Acosta-Muñoz…","Modelling Current and Future Potential Habitats for Plantations of Eucalyptus grandis Hill ex Maiden and E. dunnii Maiden in Uruguay",2020,"Forests","mdpi.com","https://www.mdpi.com/812084","https://scholar.google.com/scholar?cites=11863603680417032983&as_sdt=2005&sciodt=0,5&hl=en",198,"2022-05-30 20:18:07","","","","",,,,,4,2.00,1,4,2,"… the climate change that he expected climate change occurs … to pests and diseases would change in a climate change … (ii) have of interspecific hybrids with other species of eucalypts with …","https://www.mdpi.com/1999-4907/11/9/948/pdf","https://scholar.google.com/scholar?q=related:FytG97D8o6QJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
11,"D Ge, L Lu, AV Abramov, Z Wen, J Cheng, L Xia…","Coalescence models reveal the rise of the white-bellied rat (Niviventer confucianus) following the loss of Asian megafauna",2019,"Journal of Mammalian …","Springer","https://link.springer.com/article/10.1007/s10914-018-9428-y","https://scholar.google.com/scholar?cites=17772543241770256689&as_sdt=2005&sciodt=0,5&hl=en",199,"2022-05-30 20:18:07","","10.1007/s10914-018-9428-y","","",,,,,11,3.67,2,7,3,"… urban pests and act as reservoirs and vectors of zoonotic diseases. As climate change and an … on the evolutionary and demographic history of wild pests that may help to understand the …","","https://scholar.google.com/scholar?q=related:MUn8WOrBpPYJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"R Herzog","Global change genomics-comparative genomic analyses on environmental associated speciation and adaptation processes in Odonata",2021,"","repo.uni-hannover.de","https://www.repo.uni-hannover.de/handle/123456789/11220","",200,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,1,"… habitats are particularly prone to climate change, but they differ … population level and for insect migration. Migration of flying … In order to faciliate studies on range shift, expansion, and the …","https://www.repo.uni-hannover.de/bitstream/handle/123456789/11220/Dissertation%20Herzog%2C%20Rebecca.pdf?sequence=3&isAllowed=y","https://scholar.google.com/scholar?q=related:OXV21S9Xp5AJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"N Tommasi, E Pioltelli, P Biella, M Labra, M Casiraghi…","Effects of land-use intensification and environmental stressors on intraspecific functional traits variability in bumblebees",2021,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2021.01.29.428756.abstract","",201,"2022-05-30 20:18:07","","10.1101/2021.01.29.428756.abstract","","",,,,,0,0.00,0,6,1,"… anthropization and related pressures on pollinator insects, we quantified the morphological … understand the impact of landscape anthropization on the ecology of pollinator insects. …","https://www.biorxiv.org/content/biorxiv/early/2021/10/01/2021.01.29.428756.full.pdf","https://scholar.google.com/scholar?q=related:OnIvsgD2fGcJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"MM Kling","Plants on the Move: The Biogeography of Dispersal and Persistence Under Climate Change",2020,"","search.proquest.com","https://search.proquest.com/openview/4631037fc807d1da0f55c1504f4205cd/1?pq-origsite=gscholar&cbl=18750&diss=y","",202,"2022-05-30 20:18:07","BOOK","","","",,,,,0,0.00,0,1,2,"… the face of ongoing climate change. Climate structures plant … priority as accelerating anthropogenic climate change threatens … of ecological vulnerability to climate change, and using …","https://search.proquest.com/openview/4631037fc807d1da0f55c1504f4205cd/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?q=related:Wu111QXG3ywJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"TR New","Habitat Losses and Conservation of Mutualisms",2017,"Mutualisms and Insect Conservation","Springer","https://link.springer.com/chapter/10.1007/978-3-319-58292-4_10","",203,"2022-05-30 20:18:07","","10.1007/978-3-319-58292-4_10","","",,,,,0,0.00,0,1,5,"… and the relative effects of, for example, climate change, resource loss and fragmentation and … change in the affected region, some form of range shift is a fundamental need. Referring to …","","https://scholar.google.com/scholar?q=related:g35FouVtx5EJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"MM Spear","Resurrecting an Urban Sunflower Population: Phenotypic and Molecular Changes Over 36 Years",2019,"","search.proquest.com","https://search.proquest.com/openview/421d198a73895185b0064fa377bdafab/1?pq-origsite=gscholar&cbl=18750&diss=y","",204,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,3,"… Evolutionary potential of Chamaecrista fasciculata in relation to climate change. I. Clinal … Evolutionary potential of chamaecrista fasciculata in relation to climate change. II. Genetic …","https://conservancy.umn.edu/bitstream/handle/11299/211719/Spear_umn_0130M_20998.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:PZ6EvKkOzAUJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
1,"HSV dos Santos","Combining molecular analyses with predictive modelling to study the population history of Iberian cryptic bats",2018,"","search.proquest.com","https://search.proquest.com/openview/631b3fe8ffdc0ad377af1c05d07448d8/1?pq-origsite=gscholar&cbl=2026366","https://scholar.google.com/scholar?cites=12223913424538384358&as_sdt=2005&sciodt=0,5&hl=en",205,"2022-05-30 20:18:07","","","","",,,,,1,0.25,1,1,4,"… of evaluating the potential impacts of climate change in P. a. … The most likely pathways for range shift and dispersal, and … throughout the decades in climate change scenarios. Overall, …","","https://scholar.google.com/scholar?q=related:5je9mn4QpKkJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
1,"W Feindt","Conservation genomics: Speciation of the Neotropical damselfly species Megaloprepus caerulatus–as a model for insect speciation in tropical rainforests",2019,"","repo.uni-hannover.de","https://www.repo.uni-hannover.de/handle/123456789/9231","https://scholar.google.com/scholar?cites=10807214619203832225&as_sdt=2005&sciodt=0,5&hl=en",206,"2022-05-30 20:18:07","","","","",,,,,1,0.33,1,1,3,"… Anthropogenic-induced habitat loss and climate change are unequivocally the main threats … its probable origin in introgression due to hybridization during the Pleistocene. Second due …","https://www.repo.uni-hannover.de/bitstream/handle/123456789/9231/Feindt_GenehmigteDisseration.pdf?sequence=3&isAllowed=y","https://scholar.google.com/scholar?q=related:oYkN5W_w-pUJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"B Chhetri","Distribution, abundance and habitat interaction of Himalayan pheasants with their response to climate Change in Khangchendzonga biosphere reserve, Sikkim …",2019,"","ir.nbu.ac.in","https://ir.nbu.ac.in/bitstream/123456789/4372/6/06_abstarct.pdf","",207,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,1,3,"… climate change is more prominent in and around the Khangchendzonga Biosphere Reserve. The factors of range shift … , habitat for canopy lover insects and also playing important role …","https://ir.nbu.ac.in/bitstream/123456789/4372/6/06_abstarct.pdf",""
8,"M Yamamoto, M Ohtani, K Kurata…","Contrasting evolutionary processes during Quaternary climatic changes and historical orogenies: a case study of the Japanese endemic primroses Primula sect …",2017,"Annals of …","academic.oup.com","https://academic.oup.com/aob/article-abstract/120/6/943/4494028","https://scholar.google.com/scholar?cites=4005260385530182501&as_sdt=2005&sciodt=0,5&hl=en",208,"2022-05-30 20:18:07","","","","",,,,,8,1.60,2,4,5,"… hybridization … to hybridization. The north–south extending serpentine belt might have served as a corridor of migration for the edaphic endemics during the glacial period. This range shift …","https://academic.oup.com/aob/article-pdf/120/6/943/23709503/mcx108.pdf","https://scholar.google.com/scholar?q=related:ZXt4kBmLlTcJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
